TeamName,StoryPts,Deployed,Priority,LeadTime
KMJ,5,TRUE,3,21.80465035
BADLANDS,3,TRUE,3,21.75351991
ASSESS,5,FALSE,3,21.74790451
ENT,3,TRUE,3,21.74698348
ENT,1,TRUE,3,21.71508788
ENT,1,TRUE,3,21.69816963
ENT,1,TRUE,3,21.69771906
ENT,1,TRUE,3,21.69726161
BASECAMP,5,TRUE,3,21.6970441
ENT,1,TRUE,3,21.69692188
ENT,1,TRUE,3,21.69691655
ENT,1,TRUE,3,21.696825
ENT,1,TRUE,3,21.6948917
ENT,1,TRUE,3,21.69436674
ENT,1,TRUE,3,21.69305359
ORYON,3,FALSE,3,21.24527781
ORYON,5,FALSE,1,21.24455053
DENALI,5,TRUE,2,21.23441412
YELLOWSTON,3,FALSE,1,21.19694826
ODYSSEY,3,TRUE,3,21.17427909
YELLOWSTON,3,TRUE,3,21.15957998
BADLANDS,,FALSE,3,21.1392816
ASSESS,3,TRUE,3,21.1380115
ASSESS,3,TRUE,3,21.13746801
KMJ,3,TRUE,3,21.13550861
DENALI,1,TRUE,3,21.12832338
KMJ,5,TRUE,3,21.12794606
KMJ,2,TRUE,3,21.12495671
ODYSSEY,,FALSE,3,21.12231007
ACADIA,2,FALSE,3,21.10657781
ACADIA,8,TRUE,3,21.07687041
YELLOWSTON,5,FALSE,3,21.0577831
CONFIG,1,TRUE,3,21.0550085
ODYSSEY,,FALSE,3,21.05245262
ASSESS,5,FALSE,1,21.04682442
ASSESS,5,TRUE,3,21.03780895
KMJ,8,TRUE,3,21.03381149
ASSESS,1,FALSE,3,21.00537527
VOYAGEURS,1,TRUE,3,20.98994946
ASSESS,8,TRUE,1,20.97966192
DENALI,3,TRUE,2,20.9781826
FJORD,5,TRUE,3,20.94999453
VOYAGEURS,,FALSE,3,20.93423414
ASSESS,,FALSE,3,20.92725979
CONFIG,2,TRUE,1,20.91269664
MATRIX,2,TRUE,3,20.89230953
DENALI,3,FALSE,3,20.88546867
ASSESS,1,TRUE,3,20.87861389
MATRIX,2,TRUE,3,20.87675243
SAHARA,,TRUE,3,20.83885
FJORD,2,TRUE,3,20.83592821
KMJ,2,TRUE,3,20.83168757
BADLANDS,2,TRUE,3,20.8289184
BADLANDS,1,TRUE,3,20.81459071
BADLANDS,3,TRUE,3,20.81439059
BADLANDS,1,TRUE,3,20.81420428
BADLANDS,2,TRUE,3,20.80593692
YELLOWSTON,3,FALSE,1,20.76078275
BADLANDS,2,TRUE,3,20.54329476
BASECAMP,5,TRUE,3,20.34156918
ODYSSEY,,FALSE,3,20.33082388
YELLOWSTON,1,TRUE,3,20.26872781
FJORD,3,TRUE,3,20.23799448
PLANETX,3,TRUE,3,20.17797991
PLANETX,3,TRUE,3,20.17765536
ASSESS,,TRUE,3,20.15114653
YELLOWSTON,3,TRUE,3,20.13049225
VOYAGEURS,3,TRUE,3,20.12159549
ASSESS,,TRUE,3,20.09863016
ODYSSEY,3,TRUE,3,20.08821417
VOYAGEURS,,TRUE,3,20.058152
PNL,2,FALSE,3,20.01167299
ASSESS,3,FALSE,3,19.98795613
ACADIA,1,TRUE,3,19.973836
ASSESS,3,FALSE,3,19.96710119
ASSESS,8,TRUE,3,19.95690463
YELLOWSTON,2,TRUE,3,19.95645066
ODYSSEY,3,TRUE,1,19.92943646
FJORD,5,TRUE,3,19.9183485
ODYSSEY,2,TRUE,3,19.9118522
ORYON,2,FALSE,3,19.88260154
ORYON,3,FALSE,3,19.87948211
ORYON,3,FALSE,3,19.87510792
ODYSSEY,1,TRUE,3,19.87302295
ORYON,3,FALSE,3,19.87187678
ORYON,3,FALSE,3,19.86919021
ORYON,8,FALSE,3,19.86542943
PNL,2,FALSE,3,19.82450749
ASSESS,5,TRUE,3,19.81203796
ENT,1,TRUE,3,19.80495652
BADLANDS,3,TRUE,3,19.77411455
PLANETX,3,TRUE,3,19.66691362
PLANETX,3,TRUE,3,19.66378692
PLANETX,3,TRUE,3,19.66095005
PLANETX,3,TRUE,3,19.48748846
DENALI,5,TRUE,3,19.33988773
YELLOWSTON,3,TRUE,3,19.12659487
ASSESS,,TRUE,3,19.12025076
ASSESS,5,FALSE,1,19.11412303
ASSESS,1,FALSE,3,19.09457561
ASSESS,2,FALSE,3,19.09359984
YELLOWSTON,3,TRUE,1,19.08391655
YELLOWSTON,3,TRUE,3,19.08008638
ACADIA,2,TRUE,3,19.0774451
YELLOWSTON,3,TRUE,2,19.07552068
VOYAGEURS,2,TRUE,3,19.07358689
YELLOWSTON,3,TRUE,2,19.06983666
ACADIA,2,TRUE,3,19.06845035
YELLOWSTON,8,FALSE,1,19.05860405
YELLOWSTON,3,TRUE,3,19.0445799
KMJ,8,TRUE,3,19.03980582
BASECAMP,3,TRUE,3,19.00520929
DENALI,3,TRUE,3,18.99098727
BASECAMP,5,TRUE,3,18.98093816
CONFIG,3,TRUE,3,18.96487369
BR,5,TRUE,3,18.93740266
BADLANDS,,TRUE,3,18.93413565
ORYON,1,FALSE,3,18.92868981
ASSESS,5,TRUE,3,18.91831042
ACADIA,2,FALSE,3,18.91026844
BR,3,TRUE,3,18.89176081
VOYAGEURS,2,TRUE,3,18.88289252
ACADIA,2,TRUE,3,18.8111194
YELLOWSTON,8,FALSE,1,18.70637674
BASECAMP,3,TRUE,3,18.67127786
BR,5,TRUE,3,18.65453087
SAHARA,1,TRUE,3,18.64766883
ACADIA,3,TRUE,3,18.35996025
PNL,3,FALSE,3,18.21824699
BASECAMP,8,TRUE,3,18.17855104
ODYSSEY,2,TRUE,3,18.11324031
VOYAGEURS,,FALSE,2,18.10967797
ASSESS,5,TRUE,3,18.10918553
BADLANDS,3,FALSE,3,18.09063372
ASSESS,3,TRUE,3,18.06551736
ASSESS,,TRUE,1,18.02328194
PNL,8,FALSE,3,18.02276755
ASSESS,,TRUE,1,18.01774934
ASSESS,,TRUE,1,18.01769054
ASSESS,0,TRUE,1,18.01732578
MATRIX,4,TRUE,3,18.00978896
PLANETX,2,TRUE,3,18.00695972
ASSESS,2,TRUE,3,17.99596759
BASECAMP,3,TRUE,3,17.98918666
ASSESS,3,TRUE,3,17.98294919
ASSESS,2,TRUE,3,17.97560412
PNL,3,FALSE,3,17.9712356
VOYAGEURS,1,TRUE,3,17.93375709
ASSESS,5,TRUE,1,17.91220456
ACADIA,2,TRUE,3,17.900775
ASSESS,1,TRUE,3,17.88920263
PLANETX,1,TRUE,3,17.88262616
ASSESS,5,TRUE,3,17.86341208
PNL,5,FALSE,3,17.84020652
ASSESS,3,TRUE,1,17.8375253
ASSESS,3,TRUE,3,17.83625262
BADLANDS,3,TRUE,3,17.83482156
ASSESS,5,TRUE,1,17.83331906
ASSESS,3,TRUE,1,17.80768986
ASSESS,3,TRUE,1,17.80751628
ENT,2,TRUE,3,17.75745817
PLANETX,2,TRUE,3,17.7210152
ENT,,TRUE,3,17.72092682
PLANETX,2,TRUE,3,17.72002786
DENALI,3,TRUE,1,17.61763537
FJORD,3,TRUE,3,17.54567412
ASSESS,3,FALSE,3,17.20519317
BASECAMP,5,FALSE,2,17.16243137
YELLOWSTON,5,TRUE,2,17.14211925
ASSESS,2,TRUE,3,17.08491285
KMJ,5,TRUE,3,17.04492824
BASECAMP,5,FALSE,3,17.04069387
ASSESS,1,FALSE,3,17.01130598
ASSESS,2,FALSE,3,17.00802797
DENALI,2,TRUE,3,16.98421184
BR,,TRUE,3,16.97449866
BASECAMP,5,TRUE,3,16.96943052
BASECAMP,3,TRUE,3,16.96386814
ASSESS,2,TRUE,3,16.89543931
ASSESS,5,TRUE,3,16.85852183
ASSESS,1,FALSE,3,16.85777889
ASSESS,3,FALSE,3,16.83961227
ASSESS,5,TRUE,3,16.83489726
YELLOWSTON,3,TRUE,2,16.80215054
VOYAGEURS,2,TRUE,3,16.35423406
VOYAGEURS,1,TRUE,3,16.3533066
DENALI,5,TRUE,3,16.23524035
PLANETX,1,TRUE,3,16.22845228
YELLOWSTON,3,TRUE,2,16.16822007
BADLANDS,5,TRUE,3,16.0996644
YELLOWSTON,2,TRUE,3,16.0724588
YELLOWSTON,2,TRUE,3,16.07239167
PLANETX,1,TRUE,3,16.05714464
VOYAGEURS,2,TRUE,3,16.04743769
MATRIX,0,TRUE,3,16.03762075
ODYSSEY,1,TRUE,3,16.03491589
KMJ,3,TRUE,3,16.0336735
DENALI,3,TRUE,2,16.02375116
SAHARA,3,TRUE,3,15.99345933
YELLOWSTON,3,FALSE,2,15.99022955
ENT,1,TRUE,3,15.96794229
DENALI,3,TRUE,3,15.9512603
MATRIX,0,TRUE,3,15.95052801
ASSESS,8,TRUE,3,15.88910745
BADLANDS,1,FALSE,3,15.80853194
ASSESS,2,TRUE,3,15.79437588
MATRIX,2,TRUE,3,15.79178302
YELLOWSTON,3,TRUE,1,15.7914725
BASECAMP,5,TRUE,3,15.79118044
BADLANDS,3,TRUE,3,15.78157685
BASECAMP,5,TRUE,3,15.76268001
ASSESS,1,FALSE,3,15.76116308
FJORD,1,TRUE,3,15.74114051
PLANETX,3,TRUE,3,15.44715625
FJORD,2,TRUE,3,15.44601814
DENALI,5,TRUE,3,15.44024279
ASSESS,,FALSE,3,15.16866253
DENALI,2,TRUE,1,15.08027593
BASECAMP,1,TRUE,3,15.04120177
PNL,1,FALSE,3,15.03940223
VOYAGEURS,,FALSE,1,15.01625402
ODYSSEY,1,TRUE,3,15.00944044
FJORD,3,TRUE,1,15.00781146
ORYON,1,FALSE,3,14.97402032
ORYON,1,FALSE,3,14.97315146
ORYON,2,FALSE,3,14.97279931
ORYON,2,FALSE,3,14.97260556
CONFIG,3,TRUE,3,14.96562958
ASSESS,1,TRUE,3,14.95842157
KMJ,3,TRUE,3,14.95766505
PNL,3,FALSE,3,14.94993398
PNL,2,FALSE,3,14.94990722
YELLOWSTON,3,TRUE,3,14.9241135
VOYAGEURS,1,TRUE,3,14.91790042
PLANETX,2,TRUE,3,14.9156088
YELLOWSTON,3,TRUE,3,14.91399448
VOYAGEURS,1,TRUE,3,14.85910648
BADLANDS,1,FALSE,3,14.83137253
DENALI,3,TRUE,1,14.83064683
VOYAGEURS,1,TRUE,3,14.82638572
DENALI,5,FALSE,3,14.80928128
YELLOWSTON,1,TRUE,4,14.80443522
ASSESS,5,TRUE,3,14.80253977
CONFIG,5,TRUE,3,14.77271281
BR,3,TRUE,2,14.69730891
DENALI,8,TRUE,2,14.6663419
FJORD,3,TRUE,3,14.49797975
PLANETX,1,TRUE,3,14.488488
PLANETX,1,TRUE,3,14.46580833
ORYON,2,FALSE,3,14.37350101
YELLOWSTON,1,TRUE,1,14.29518847
ENT,3,TRUE,3,14.2617591
PNL,3,FALSE,3,14.22788187
ORYON,5,FALSE,3,14.20526053
ORYON,3,FALSE,1,14.17184808
ORYON,3,FALSE,1,14.17179109
ACADIA,5,TRUE,3,14.16981644
CONFIG,3,TRUE,3,14.15666605
ORYON,1,FALSE,3,14.13201354
ASSESS,1,TRUE,1,14.12285537
ASSESS,8,TRUE,3,14.11718338
YELLOWSTON,,TRUE,1,14.10998747
ORYON,3,FALSE,3,14.09913892
MATRIX,2,TRUE,3,14.08968538
DENALI,1,TRUE,3,14.0790706
DENALI,2,TRUE,2,14.06311049
KMJ,0,TRUE,3,14.05836497
BASECAMP,3,TRUE,2,14.03774479
PNL,1,FALSE,3,14.03041617
ASSESS,,TRUE,1,14.02016189
ASSESS,1,TRUE,3,14.01966285
ASSESS,8,TRUE,3,14.01605541
ASSESS,1,FALSE,3,14.00113257
BASECAMP,8,TRUE,3,14.00052052
ODYSSEY,2,TRUE,3,13.98697234
ORYON,5,FALSE,1,13.98282612
ORYON,5,FALSE,1,13.98223148
ODYSSEY,1,TRUE,3,13.98092219
ASSESS,3,FALSE,3,13.9788027
YELLOWSTON,3,FALSE,2,13.97395466
ASSESS,,FALSE,3,13.9700542
ORYON,3,FALSE,3,13.96510139
BADLANDS,3,TRUE,3,13.96289287
BR,5,TRUE,2,13.96117979
ORYON,2,FALSE,3,13.95024178
ODYSSEY,1,FALSE,2,13.94930764
MATRIX,0,TRUE,3,13.94244079
ORYON,5,FALSE,3,13.93453785
ACADIA,2,FALSE,3,13.93190297
ORYON,3,FALSE,3,13.92993059
ORYON,3,FALSE,3,13.92985999
ORYON,3,FALSE,3,13.92983441
ORYON,3,FALSE,3,13.92971716
ORYON,3,FALSE,3,13.92971015
ORYON,3,FALSE,3,13.92917986
ORYON,3,FALSE,3,13.9291711
ENT,2,FALSE,3,13.92916347
ENT,,FALSE,3,13.92891443
ENT,3,FALSE,2,13.92788735
ORYON,5,FALSE,1,13.92739826
ORYON,3,FALSE,1,13.9260836
ORYON,3,FALSE,1,13.92606751
ORYON,3,FALSE,1,13.92412014
ORYON,3,FALSE,1,13.92222326
DENALI,3,TRUE,3,13.91916763
ORYON,8,FALSE,1,13.90988186
BADLANDS,1,TRUE,3,13.9031125
BR,8,TRUE,3,13.8951049
ASSESS,5,FALSE,3,13.89481913
ASSESS,2,FALSE,3,13.89474137
ASSESS,8,FALSE,3,13.87566361
YELLOWSTON,3,TRUE,2,13.85789653
PLANETX,,TRUE,3,13.84022646
ODYSSEY,3,TRUE,3,13.82384502
BADLANDS,1,TRUE,3,13.81756166
ENT,1,TRUE,3,13.7904919
ASSESS,1,TRUE,3,13.76125938
ASSESS,1,TRUE,3,13.75981416
CONFIG,8,TRUE,3,13.75969112
CONFIG,8,TRUE,3,13.75946524
ASSESS,1,TRUE,3,13.73422705
VOYAGEURS,,TRUE,3,13.69445671
ENT,1,TRUE,3,13.68329082
YELLOWSTON,3,TRUE,3,13.67795274
PLANETX,,TRUE,3,13.41186763
PNL,1,FALSE,3,13.38778789
DENALI,2,TRUE,1,13.30132693
PNL,3,FALSE,3,13.29892148
ODYSSEY,3,FALSE,3,13.25010466
ENT,2,TRUE,3,13.19063302
FJORD,5,TRUE,3,13.18154178
ORYON,2,FALSE,3,13.18044718
ENT,2,TRUE,3,13.16346605
MATRIX,3,TRUE,3,13.1595181
ORYON,3,FALSE,3,13.15726323
BADLANDS,5,TRUE,3,13.15604815
ORYON,2,FALSE,3,13.15584259
BASECAMP,,TRUE,3,13.13487319
SAHARA,3,TRUE,3,13.11422346
PNL,1,FALSE,3,13.10702049
ENT,,FALSE,2,13.09747593
ENT,3,FALSE,3,13.09635733
ENT,2,TRUE,3,13.09376227
ENT,2,TRUE,3,13.09317042
ENT,1,FALSE,3,13.09316311
YELLOWSTON,1,TRUE,3,13.08053553
PLANETX,3,TRUE,3,13.06804618
CONFIG,20,TRUE,3,13.0509953
BADLANDS,2,TRUE,3,13.01960745
ASSESS,5,TRUE,3,13.01373981
ASSESS,3,TRUE,3,13.01304653
PNL,5,FALSE,3,13.01303109
ASSESS,3,TRUE,3,13.01264139
ASSESS,8,TRUE,3,13.00984314
MATRIX,1,TRUE,3,13.00949382
BASECAMP,3,TRUE,3,13.00510086
ASSESS,5,TRUE,3,13.00375552
BADLANDS,1,TRUE,3,13.0030525
ASSESS,5,TRUE,3,12.9955037
ACADIA,2,TRUE,3,12.99385116
ACADIA,3,TRUE,3,12.9930299
ENT,5,TRUE,3,12.99220111
ENT,5,TRUE,3,12.99193881
ASSESS,1,TRUE,3,12.99031539
KMJ,3,TRUE,3,12.981965
ASSESS,1,TRUE,3,12.96716794
ASSESS,3,TRUE,3,12.96689162
ORYON,1,FALSE,3,12.94202747
ORYON,2,FALSE,3,12.94191948
ASSESS,,TRUE,3,12.93670752
ASSESS,,TRUE,3,12.93657921
ASSESS,3,TRUE,3,12.93453299
ASSESS,2,FALSE,3,12.929115
ORYON,2,FALSE,3,12.92451612
ASSESS,5,TRUE,3,12.92354486
CONFIG,2,TRUE,3,12.92271488
BADLANDS,1,TRUE,3,12.9191708
ASSESS,5,TRUE,3,12.91882153
ASSESS,3,TRUE,3,12.90400536
MATRIX,0,TRUE,3,12.9011819
BASECAMP,5,TRUE,3,12.87933819
ODYSSEY,3,FALSE,3,12.86983098
CONFIG,3,TRUE,3,12.84594668
CONFIG,1,TRUE,3,12.84221953
VOYAGEURS,1,TRUE,3,12.83804869
BASECAMP,2,TRUE,3,12.82629787
ACADIA,3,TRUE,3,12.74668284
ENT,1,TRUE,3,12.69890694
BADLANDS,1,TRUE,3,12.59410772
MATRIX,0,TRUE,3,12.58561867
PLANETX,2,TRUE,3,12.49570382
FJORD,5,TRUE,3,12.43514961
KMJ,0,TRUE,3,12.31157601
KMJ,0,TRUE,3,12.30921238
VOLTRON,3,TRUE,3,12.27326597
ORYON,1,FALSE,3,12.26356701
ORYON,2,FALSE,3,12.2635159
ORYON,3,TRUE,3,12.18416523
ODYSSEY,3,FALSE,3,12.18001806
BASECAMP,2,FALSE,3,12.16851174
BR,1,TRUE,1,12.14504784
ODYSSEY,1,FALSE,3,12.13190547
ACADIA,2,TRUE,3,12.1318159
ASSESS,2,FALSE,3,12.12928988
CONFIG,8,TRUE,1,12.1143662
CONFIG,3,TRUE,1,12.11404884
BADLANDS,2,TRUE,3,12.11258978
ASSESS,,FALSE,3,12.10961343
ORYON,2,TRUE,3,12.06230339
ASSESS,3,TRUE,1,12.06114
VOYAGEURS,1,TRUE,3,12.05414244
ACADIA,2,TRUE,3,12.0520664
ASSESS,1,TRUE,3,12.02894757
ODYSSEY,3,TRUE,3,12.02711528
BADLANDS,2,TRUE,3,12.01395189
ASSESS,3,TRUE,3,12.00294001
ODYSSEY,1,TRUE,3,11.98672948
ODYSSEY,5,FALSE,3,11.98219841
FJORD,3,TRUE,3,11.97885058
BADLANDS,3,TRUE,3,11.97053986
VOYAGEURS,1,TRUE,3,11.97024568
BADLANDS,2,TRUE,3,11.96651709
BADLANDS,2,TRUE,3,11.9641547
ASSESS,,TRUE,3,11.94583924
BR,3,TRUE,3,11.94307584
ORYON,1,FALSE,1,11.93918747
MATRIX,1,TRUE,3,11.9379578
DENALI,2,TRUE,3,11.92480706
ASSESS,1,TRUE,3,11.92186212
ASSESS,2,TRUE,4,11.90896164
ASSESS,3,TRUE,3,11.88346177
ENT,,TRUE,3,11.86435988
ASSESS,3,TRUE,3,11.86388634
ASSESS,,TRUE,3,11.81499529
ENT,1,TRUE,3,11.77000675
KMJ,3,TRUE,3,11.75183229
DENALI,3,TRUE,3,11.56479734
BADLANDS,2,TRUE,3,11.48444795
BASECAMP,5,TRUE,3,11.231901
BADLANDS,1,TRUE,3,11.20469429
PLANETX,1,TRUE,3,11.17185559
BASECAMP,2,TRUE,3,11.16613546
FJORD,3,TRUE,3,11.16264683
YELLOWSTON,2,TRUE,3,11.12548846
ODYSSEY,2,FALSE,3,11.11932847
ASSESS,,TRUE,3,11.11162057
SAHARA,2,TRUE,3,11.11022981
ODYSSEY,3,FALSE,3,11.10983414
ASSESS,5,TRUE,3,11.06040436
YELLOWSTON,,FALSE,3,11.04546845
YELLOWSTON,,FALSE,3,11.04374178
YELLOWSTON,,FALSE,3,11.04353931
YELLOWSTON,,FALSE,3,11.0433373
ACADIA,2,FALSE,3,11.03214113
BADLANDS,1,TRUE,3,11.02097315
BADLANDS,1,TRUE,3,10.9951527
ASSESS,,TRUE,3,10.9938294
ASSESS,3,FALSE,3,10.98376929
BADLANDS,2,TRUE,3,10.97192249
BADLANDS,2,TRUE,3,10.97181381
KMJ,5,TRUE,3,10.95339575
BASECAMP,5,TRUE,3,10.95033811
PNL,1,TRUE,3,10.94801894
YELLOWSTON,3,TRUE,1,10.94701731
DENALI,2,TRUE,2,10.92721539
ASSESS,3,TRUE,3,10.90866069
ACADIA,2,FALSE,3,10.9074902
ASSESS,3,FALSE,3,10.88568457
MATRIX,0,TRUE,3,10.88558449
ASSESS,5,TRUE,3,10.85275872
BR,3,TRUE,3,10.81589112
BADLANDS,1,TRUE,3,10.80656022
DENALI,5,TRUE,2,10.7908123
VOYAGEURS,,TRUE,2,10.78140918
ASSESS,5,TRUE,3,10.72878676
DENALI,1,TRUE,3,10.72269301
SAHARA,3,TRUE,3,10.72056609
ODYSSEY,2,TRUE,3,10.67602037
BR,3,TRUE,3,10.25917503
MATRIX,,TRUE,3,10.18889992
ENT,3,TRUE,3,10.1759649
BASECAMP,2,TRUE,3,10.16223507
CONFIG,3,TRUE,3,10.1520826
MATRIX,,TRUE,3,10.13330825
PLANETX,3,TRUE,3,10.13147859
YELLOWSTON,3,FALSE,1,10.08106164
ASSESS,5,TRUE,3,10.0770542
ASSESS,3,TRUE,1,10.0668588
VOYAGEURS,2,TRUE,3,10.04384623
BADLANDS,1,TRUE,3,10.02076497
ASSESS,8,FALSE,3,10.01937056
ODYSSEY,3,TRUE,3,10.01174125
BASECAMP,3,FALSE,3,10.00207222
ORYON,2,FALSE,3,9.990642245
ASSESS,1,TRUE,3,9.986577512
BADLANDS,1,TRUE,3,9.961424074
BR,2,TRUE,3,9.960745139
BR,3,TRUE,3,9.950966157
MATRIX,1,TRUE,3,9.925968484
ACADIA,1,TRUE,3,9.920675312
ASSESS,1,TRUE,3,9.913790046
ORYON,2,FALSE,3,9.883673148
ASSESS,5,TRUE,1,9.863255012
CONFIG,,TRUE,3,9.846805208
CONFIG,,TRUE,3,9.84043287
BADLANDS,2,TRUE,3,9.804748113
PLANETX,2,TRUE,3,9.743243056
BASECAMP,1,TRUE,3,9.701748565
PNL,1,FALSE,3,9.536753356
CONFIG,,TRUE,3,9.244193669
ACADIA,3,TRUE,1,9.211879549
DENALI,8,TRUE,1,9.167285961
BADLANDS,5,TRUE,1,9.15105706
VOYAGEURS,,TRUE,3,9.150503241
BASECAMP,3,FALSE,3,9.14924934
KMJ,8,TRUE,3,9.145813854
KMJ,2,TRUE,3,9.140492211
VOYAGEURS,1,TRUE,3,9.114938935
BADLANDS,1,TRUE,3,9.083792211
ASSESS,,FALSE,1,9.072063275
ASSESS,,FALSE,1,9.071643981
ENT,2,FALSE,3,9.043872373
ACADIA,5,FALSE,3,9.032974583
BASECAMP,3,FALSE,3,9.030576076
MATRIX,,FALSE,3,9.011891053
PNL,1,FALSE,3,9.009157014
BR,3,TRUE,3,9.002454167
BASECAMP,1,FALSE,3,9.001053009
ACADIA,,FALSE,3,9.000702778
ODYSSEY,2,TRUE,3,8.972865787
ASSESS,,FALSE,3,8.972133067
ASSESS,1,TRUE,3,8.967631366
ODYSSEY,1,TRUE,3,8.952686505
ODYSSEY,1,TRUE,3,8.941532292
ACADIA,5,TRUE,3,8.921068484
VOYAGEURS,,TRUE,3,8.914471262
ACADIA,3,TRUE,2,8.901349271
BADLANDS,1,TRUE,3,8.883762072
VOYAGEURS,5,FALSE,2,8.876975197
ASSESS,3,TRUE,3,8.85718037
FJORD,3,TRUE,3,8.814400926
BR,3,FALSE,3,8.764209109
YELLOWSTON,13,FALSE,3,8.753609954
BASECAMP,5,TRUE,3,8.726498264
PLANETX,1,TRUE,3,8.71506331
PLANETX,2,TRUE,3,8.714017292
ACADIA,1,TRUE,1,8.272192199
ODYSSEY,3,TRUE,3,8.159972222
BADLANDS,1,TRUE,3,8.144673067
DENALI,2,TRUE,4,8.13336478
BADLANDS,1,TRUE,3,8.111791134
SAHARA,3,TRUE,3,8.105016273
ASSESS,5,TRUE,1,8.089214155
CONFIG,5,TRUE,3,8.08566485
CONFIG,5,TRUE,3,8.082465324
VOLTRON,3,TRUE,3,8.078871366
SAHARA,5,TRUE,3,8.074826505
DENALI,3,TRUE,1,8.065406944
YELLOWSTON,1,TRUE,4,8.057086725
ACADIA,1,TRUE,3,8.052827083
FJORD,3,TRUE,3,8.039683449
CONFIG,8,TRUE,3,8.037355521
ASSESS,3,TRUE,3,8.033341933
BADLANDS,2,TRUE,3,8.029742824
ASSESS,2,TRUE,3,8.025280706
BASECAMP,5,FALSE,3,8.019439583
ASSESS,1,TRUE,3,8.012172951
VOYAGEURS,,TRUE,3,8.006720868
ACADIA,2,FALSE,3,7.995125035
ASSESS,1,TRUE,3,7.994590359
ORYON,1,TRUE,3,7.993991863
BADLANDS,,FALSE,3,7.993773611
ODYSSEY,3,FALSE,3,7.990006412
ASSESS,2,TRUE,3,7.985132755
BASECAMP,5,TRUE,3,7.954935949
BADLANDS,2,TRUE,3,7.952212072
ASSESS,3,FALSE,3,7.9445789
ORYON,5,TRUE,1,7.935923102
BASECAMP,3,TRUE,3,7.921008102
BADLANDS,5,FALSE,3,7.917529907
BADLANDS,3,TRUE,3,7.909174155
SAHARA,1,TRUE,3,7.902866701
BADLANDS,1,TRUE,3,7.895080174
DENALI,2,TRUE,3,7.892222222
ORYON,1,FALSE,3,7.884186771
ORYON,1,FALSE,3,7.88397485
BADLANDS,1,TRUE,3,7.878751771
ASSESS,1,TRUE,3,7.866420174
ENT,3,FALSE,3,7.860756296
ENT,1,TRUE,3,7.853526505
ASSESS,3,FALSE,3,7.842069097
MATRIX,0,TRUE,3,7.840516007
ASSESS,5,FALSE,1,7.808268634
VOLTRON,,TRUE,3,7.806022836
ASSESS,3,TRUE,3,7.799384919
BASECAMP,8,TRUE,3,7.791177049
VOYAGEURS,1,TRUE,3,7.778500313
VOYAGEURS,1,TRUE,3,7.755358681
VOYAGEURS,,TRUE,3,7.735181331
BR,3,TRUE,3,7.728959838
VOYAGEURS,1,TRUE,3,7.723366667
VOYAGEURS,,FALSE,3,7.713691829
BADLANDS,2,TRUE,3,7.710092708
VOYAGEURS,,FALSE,3,7.676711493
PLANETX,3,TRUE,3,7.476594757
BASECAMP,3,TRUE,3,7.331827245
YELLOWSTON,1,TRUE,4,7.194202859
ACADIA,3,TRUE,2,7.170494595
ENT,5,TRUE,3,7.169795833
ACADIA,2,FALSE,3,7.168825035
ACADIA,2,FALSE,3,7.16855478
ORYON,1,FALSE,3,7.155404595
ASSESS,3,FALSE,3,7.153106944
ASSESS,3,TRUE,3,7.143175382
BASECAMP,5,TRUE,3,7.141824884
ODYSSEY,2,TRUE,3,7.141311458
CONFIG,2,TRUE,3,7.135952234
ODYSSEY,3,TRUE,1,7.129345752
BADLANDS,1,TRUE,3,7.114869062
BADLANDS,2,TRUE,3,7.11099853
VOYAGEURS,1,TRUE,1,7.090670521
BR,2,TRUE,3,7.080624306
VOLTRON,1,TRUE,3,7.077889282
BASECAMP,3,TRUE,3,7.070252014
CONFIG,3,TRUE,3,7.065039086
SAHARA,2,TRUE,3,7.059010417
MATRIX,3,TRUE,3,7.057063738
KMJ,,TRUE,3,7.038160035
BADLANDS,1,TRUE,3,7.028125428
BADLANDS,1,TRUE,3,7.026510139
ASSESS,5,TRUE,3,7.026398032
ASSESS,3,FALSE,3,7.014140278
BR,3,TRUE,3,7.012150347
BR,3,TRUE,3,7.01193662
CONFIG,3,TRUE,3,7.007141007
VOYAGEURS,1,TRUE,3,7.002738924
VOYAGEURS,1,TRUE,3,6.996041736
VOYAGEURS,1,TRUE,3,6.993608102
BR,2,TRUE,3,6.993055718
BASECAMP,2,TRUE,3,6.992460602
VOYAGEURS,0,FALSE,2,6.991844954
BADLANDS,1,TRUE,3,6.983391586
ASSESS,3,FALSE,1,6.973420752
KMJ,2,TRUE,3,6.970476887
ACADIA,2,TRUE,3,6.949182639
ENT,8,FALSE,3,6.943923495
ASSESS,3,TRUE,3,6.935871597
PLANETX,2,FALSE,3,6.929979167
PNL,2,FALSE,3,6.921161852
ASSESS,2,TRUE,3,6.919719606
ACADIA,1,TRUE,3,6.918662731
DENALI,1,TRUE,3,6.914116667
BASECAMP,,TRUE,3,6.904564549
ASSESS,1,FALSE,3,6.859648102
YELLOWSTON,,FALSE,3,6.849479097
BR,3,TRUE,3,6.847365544
BADLANDS,1,TRUE,3,6.83371184
ASSESS,1,TRUE,3,6.823682558
BR,2,TRUE,1,6.817476273
BR,3,TRUE,3,6.810980208
BASECAMP,2,TRUE,3,6.799700926
ODYSSEY,3,TRUE,3,6.796952859
BADLANDS,1,TRUE,3,6.789886458
